21:15:50: Account aaa has been created.
00:52:22: aaa has logged in from 127.0.0.1.
00:52:23: aaa/DEV Gileijah has began playing Eight Destinies.
00:52:31: barnvisor has logged in from 85.226.178.40.
00:52:34: barnvisor/dran has began playing Eight Destinies.
00:55:31: aaa has logged in from 127.0.0.1.
00:55:33: aaa/DEV Gileijah has began playing Eight Destinies.
00:57:12: barnvisor has logged in from 85.226.178.40.
00:57:29: barnvisor/dran has began playing Eight Destinies.
00:57:49: aaa has logged in from 127.0.0.1.
00:57:51: aaa/DEV Gileijah has began playing Eight Destinies.
00:58:02: aaa has logged in from 127.0.0.1.
00:58:15: Character Gil added to aaa's account.
00:58:18: aaa/Gil has began playing Eight Destinies.
01:07:24: aaa has logged in from 127.0.0.1.
01:07:25: aaa/DEV Gileijah has began playing Eight Destinies.
01:07:33: barnvisor has logged in from 85.226.178.40.
01:07:37: barnvisor/dran has began playing Eight Destinies.
01:11:47: aaa has logged in from 127.0.0.1.
01:11:48: aaa/DEV Gileijah has began playing Eight Destinies.
01:11:56: barnvisor has logged in from 85.226.178.40.
01:11:59: barnvisor/dran has began playing Eight Destinies.
01:12:24: aaa has logged in from 127.0.0.1.
01:12:26: aaa/DEV Gileijah has began playing Eight Destinies.
01:12:37: aaa has logged in from 127.0.0.1.
01:12:40: aaa/Gil has began playing Eight Destinies.
01:14:10: aaa/DEV Gileijah has began playing Eight Destinies.
01:14:11: aaa has logged in from 127.0.0.1.
01:53:54: aaa has logged in from 127.0.0.1.
01:53:55: aaa/DEV Gileijah has began playing Eight Destinies.
01:54:43: barnvisor has logged in from 85.226.178.40.
01:54:45: barnvisor/dran has began playing Eight Destinies.
01:57:22: aaa has logged in from 127.0.0.1.
01:57:24: aaa/DEV Gileijah has began playing Eight Destinies.
01:57:31: barnvisor has logged in from 85.226.178.40.
01:57:34: barnvisor/dran has began playing Eight Destinies.
01:58:44: aaa has logged in from 127.0.0.1.
01:58:45: aaa/DEV Gileijah has began playing Eight Destinies.
02:12:24: aaa has logged in from 127.0.0.1.
02:12:25: aaa/DEV Gileijah has began playing Eight Destinies.
02:13:49: aaa has logged in from 127.0.0.1.
02:13:51: aaa/DEV Gileijah has began playing Eight Destinies.
02:16:24: aaa has logged in from 127.0.0.1.
02:16:26: aaa/DEV Gileijah has began playing Eight Destinies.
02:16:58: aaa has logged in from 127.0.0.1.
02:17:01: aaa/DEV Gileijah has began playing Eight Destinies.
02:17:40: barnvisor has logged in from 85.226.178.40.
02:17:43: barnvisor/dran has began playing Eight Destinies.
14:15:39: aaa has logged in from 127.0.0.1.
14:15:41: aaa/DEV Gileijah has began playing Eight Destinies.
14:22:14: aaa has logged in from 127.0.0.1.
14:22:16: aaa/DEV Gileijah has began playing Eight Destinies.
14:23:42: aaa has logged in from 127.0.0.1.
14:23:44: aaa/DEV Gileijah has began playing Eight Destinies.
14:24:58: aaa has logged in from 127.0.0.1.
14:24:59: aaa/DEV Gileijah has began playing Eight Destinies.
14:26:59: aaa has logged in from 127.0.0.1.
14:27:00: aaa/DEV Gileijah has began playing Eight Destinies.
14:27:20: barnvisor has logged in from 85.226.178.40.
14:27:23: barnvisor/dran has began playing Eight Destinies.
14:30:58: aaa has logged in from 127.0.0.1.
14:30:59: aaa/DEV Gileijah has began playing Eight Destinies.
14:31:59: aaa has logged in from 127.0.0.1.
14:32:01: aaa/DEV Gileijah has began playing Eight Destinies.
14:32:23: barnvisor has logged in from 85.226.178.40.
14:32:25: barnvisor/dran has began playing Eight Destinies.
14:37:39: aaa has logged in from 127.0.0.1.
14:37:46: aaa/DEV Gileijah has began playing Eight Destinies.
14:37:55: barnvisor has logged in from 85.226.178.40.
14:37:58: barnvisor/dran has began playing Eight Destinies.
14:41:48: aaa has logged in from 127.0.0.1.
14:41:50: aaa/DEV Gileijah has began playing Eight Destinies.
14:42:55: aaa has logged in from 127.0.0.1.
14:42:56: aaa/DEV Gileijah has began playing Eight Destinies.
14:43:19: barnvisor has logged in from 85.226.178.40.
14:43:21: barnvisor/dran has began playing Eight Destinies.
14:47:53: aaa has logged in from 127.0.0.1.
14:47:54: aaa/DEV Gileijah has began playing Eight Destinies.
14:51:30: aaa has logged in from 127.0.0.1.
14:51:31: aaa/DEV Gileijah has began playing Eight Destinies.
14:52:53: aaa has logged in from 127.0.0.1.
14:52:56: aaa/DEV Gileijah has began playing Eight Destinies.
14:55:55: aaa has logged in from 127.0.0.1.
14:55:56: aaa/DEV Gileijah has began playing Eight Destinies.
14:58:00: aaa has logged in from 127.0.0.1.
14:58:01: aaa/DEV Gileijah has began playing Eight Destinies.
15:00:48: aaa has logged in from 127.0.0.1.
15:00:49: aaa/DEV Gileijah has began playing Eight Destinies.
15:01:12: barnvisor has logged in from 85.226.178.40.
15:01:16: barnvisor/dran has began playing Eight Destinies.
15:03:24: aaa has logged in from 127.0.0.1.
15:03:26: aaa/DEV Gileijah has began playing Eight Destinies.
15:06:07: aaa has logged in from 127.0.0.1.
15:06:08: aaa/DEV Gileijah has began playing Eight Destinies.
15:08:57: aaa has logged in from 127.0.0.1.
15:08:58: aaa/DEV Gileijah has began playing Eight Destinies.
15:11:50: aaa has logged in from 127.0.0.1.
15:12:12: aaa/DEV Gileijah has began playing Eight Destinies.
15:13:55: aaa has logged in from 127.0.0.1.
15:13:57: aaa/DEV Gileijah has began playing Eight Destinies.
15:16:23: aaa has logged in from 127.0.0.1.
15:16:24: aaa/DEV Gileijah has began playing Eight Destinies.
15:17:11: aaa has logged in from 127.0.0.1.
15:17:13: aaa/DEV Gileijah has began playing Eight Destinies.
15:18:38: aaa has logged in from 127.0.0.1.
15:18:39: aaa/DEV Gileijah has began playing Eight Destinies.
15:28:50: aaa has logged in from 127.0.0.1.
15:28:51: aaa/DEV Gileijah has began playing Eight Destinies.
15:29:12: barnvisor has logged in from 85.226.178.40.
15:29:15: barnvisor/dran has began playing Eight Destinies.
15:32:31: aaa has logged in from 127.0.0.1.
15:32:32: aaa/DEV Gileijah has began playing Eight Destinies.
15:36:24: aaa has logged in from 127.0.0.1.
15:36:25: aaa/DEV Gileijah has began playing Eight Destinies.
15:37:23: aaa has logged in from 127.0.0.1.
15:37:26: aaa/DEV Gileijah has began playing Eight Destinies.
16:34:12: aaa has logged in from 127.0.0.1.
16:34:14: aaa/DEV Gileijah has began playing Eight Destinies.
16:50:39: aaa has logged in from 127.0.0.1.
16:50:40: aaa/DEV Gileijah has began playing Eight Destinies.
16:56:48: aaa has logged in from 127.0.0.1.
17:06:40: barnvisor has logged in from 85.226.178.40.
17:06:42: barnvisor/dran has began playing Eight Destinies.
17:07:33: aaa has logged in from 127.0.0.1.
17:07:35: aaa/DEV Gileijah has began playing Eight Destinies.
17:11:04: Map #2: DEV Gileijah : hfjkshfjkfshjksldfhsdfjkldsfhsdjklfhsdfjklsdfhsdjklfhsdfjksldfhsdfjklsdhfsajklfhadfjkldfhsajkflfhdjkaslfsdhfjklsafhdsjklafhasdjklf
17:11:13: Map #2: DEV Gileijah : fdsfdssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssffffggggg
17:18:26: aaa has logged in from 127.0.0.1.
17:18:27: aaa/DEV Gileijah has began playing Eight Destinies.
17:20:11: aaa has logged in from 127.0.0.1.
17:20:13: aaa/DEV Gileijah has began playing Eight Destinies.
17:21:21: aaa has logged in from 127.0.0.1.
17:21:23: aaa/DEV Gileijah has began playing Eight Destinies.
17:23:14: aaa has logged in from 127.0.0.1.
17:23:16: aaa/DEV Gileijah has began playing Eight Destinies.
17:23:42: aaa has logged in from 127.0.0.1.
17:23:43: aaa/DEV Gileijah has began playing Eight Destinies.
17:25:48: aaa has logged in from 127.0.0.1.
17:25:51: aaa/DEV Gileijah has began playing Eight Destinies.
17:26:12: aaa has logged in from 127.0.0.1.
17:26:15: aaa/DEV Gileijah has began playing Eight Destinies.
17:27:01: aaa has logged in from 127.0.0.1.
17:27:03: aaa/DEV Gileijah has began playing Eight Destinies.
17:28:21: aaa has logged in from 127.0.0.1.
17:28:23: aaa/DEV Gileijah has began playing Eight Destinies.
17:31:12: aaa has logged in from 127.0.0.1.
17:31:13: aaa/DEV Gileijah has began playing Eight Destinies.
17:31:31: aaa has logged in from 127.0.0.1.
17:31:33: aaa/DEV Gileijah has began playing Eight Destinies.
17:33:44: aaa has logged in from 127.0.0.1.
17:33:45: aaa/DEV Gileijah has began playing Eight Destinies.
17:34:34: aaa has logged in from 127.0.0.1.
17:34:35: aaa/DEV Gileijah has began playing Eight Destinies.
17:35:06: aaa has logged in from 127.0.0.1.
17:35:08: aaa/DEV Gileijah has began playing Eight Destinies.
17:35:33: aaa has logged in from 127.0.0.1.
17:35:34: aaa/DEV Gileijah has began playing Eight Destinies.
17:39:25: aaa has logged in from 127.0.0.1.
17:39:27: aaa/DEV Gileijah has began playing Eight Destinies.
17:41:20: aaa has logged in from 127.0.0.1.
17:41:21: aaa/DEV Gileijah has began playing Eight Destinies.
18:19:47: aaa has logged in from 127.0.0.1.
18:19:48: aaa/DEV Gileijah has began playing Eight Destinies.
18:22:49: aaa has logged in from 127.0.0.1.
18:22:51: aaa/DEV Gileijah has began playing Eight Destinies.
18:26:04: aaa has logged in from 127.0.0.1.
18:26:06: aaa/DEV Gileijah has began playing Eight Destinies.
18:28:11: aaa has logged in from 127.0.0.1.
18:28:12: aaa/DEV Gileijah has began playing Eight Destinies.
18:35:10: aaa has logged in from 127.0.0.1.
18:35:11: aaa/DEV Gileijah has began playing Eight Destinies.
18:36:49: aaa has logged in from 127.0.0.1.
18:36:51: aaa/DEV Gileijah has began playing Eight Destinies.
18:50:26: aaa has logged in from 127.0.0.1.
18:50:28: aaa/DEV Gileijah has began playing Eight Destinies.
18:53:35: aaa has logged in from 127.0.0.1.
18:53:37: aaa/DEV Gileijah has began playing Eight Destinies.
18:54:22: aaa has logged in from 127.0.0.1.
18:54:24: aaa/DEV Gileijah has began playing Eight Destinies.
18:56:28: aaa has logged in from 127.0.0.1.
18:56:29: aaa/DEV Gileijah has began playing Eight Destinies.
19:00:47: aaa has logged in from 127.0.0.1.
19:00:48: aaa/DEV Gileijah has began playing Eight Destinies.
19:01:17: aaa has logged in from 127.0.0.1.
19:01:19: aaa/DEV Gileijah has began playing Eight Destinies.
19:04:23: aaa has logged in from 127.0.0.1.
19:04:24: aaa/DEV Gileijah has began playing Eight Destinies.
19:05:25: aaa has logged in from 127.0.0.1.
19:05:27: aaa/DEV Gileijah has began playing Eight Destinies.
19:06:30: aaa has logged in from 127.0.0.1.
19:06:31: aaa/DEV Gileijah has began playing Eight Destinies.
19:07:33: aaa has logged in from 127.0.0.1.
19:07:35: aaa/DEV Gileijah has began playing Eight Destinies.
19:08:20: aaa has logged in from 127.0.0.1.
19:08:22: aaa/DEV Gileijah has began playing Eight Destinies.
21:03:58: aaa has logged in from 127.0.0.1.
21:04:00: aaa/DEV Gileijah has began playing Eight Destinies.
21:18:39: aaa has logged in from 127.0.0.1.
21:18:40: aaa/DEV Gileijah has began playing Eight Destinies.
22:04:50: aaa has logged in from 127.0.0.1.
22:04:52: aaa/DEV Gileijah has began playing Eight Destinies.
22:46:33: aaa has logged in from 127.0.0.1.
22:46:34: aaa/DEV Gileijah has began playing Eight Destinies.
00:44:51: aaa has logged in from 127.0.0.1.
00:44:52: aaa/DEV Gileijah has began playing Eight Destinies.
01:04:23: aaa has logged in from 127.0.0.1.
01:04:24: aaa/DEV Gileijah has began playing Eight Destinies.
17:33:43: aaa has logged in from 127.0.0.1.
17:33:47: aaa/DEV Gileijah has began playing Eight Destinies.
17:43:48: aaa has logged in from 127.0.0.1.
17:43:50: aaa/DEV Gileijah has began playing Eight Destinies.
17:53:42: aaa has logged in from 127.0.0.1.
17:53:43: aaa/DEV Gileijah has began playing Eight Destinies.
17:59:39: aaa has logged in from 127.0.0.1.
17:59:40: aaa/DEV Gileijah has began playing Eight Destinies.
18:11:27: aaa has logged in from 127.0.0.1.
18:11:28: aaa/DEV Gileijah has began playing Eight Destinies.
18:20:29: aaa has logged in from 127.0.0.1.
18:20:31: aaa/DEV Gileijah has began playing Eight Destinies.
18:49:36: aaa has logged in from 127.0.0.1.
18:49:38: aaa/DEV Gileijah has began playing Eight Destinies.
18:51:40: Map #101: DEV Gileijah : >
18:53:41: aaa has logged in from 127.0.0.1.
18:53:43: aaa/DEV Gileijah has began playing Eight Destinies.
20:16:53: aaa has logged in from 127.0.0.1.
20:16:54: aaa/DEV Gileijah has began playing Eight Destinies.
20:45:06: aaa has logged in from 127.0.0.1.
20:45:07: aaa/DEV Gileijah has began playing Eight Destinies.
22:12:34: aaa has logged in from 127.0.0.1.
22:12:36: aaa/DEV Gileijah has began playing Eight Destinies.
22:17:26: aaa has logged in from 127.0.0.1.
22:17:28: aaa/DEV Gileijah has began playing Eight Destinies.
22:18:40: aaa has logged in from 127.0.0.1.
22:18:42: aaa/DEV Gileijah has began playing Eight Destinies.
22:27:43: aaa has logged in from 127.0.0.1.
22:27:45: aaa/DEV Gileijah has began playing Eight Destinies.
22:32:32: aaa has logged in from 127.0.0.1.
22:32:33: aaa/DEV Gileijah has began playing Eight Destinies.
22:36:47: aaa has logged in from 127.0.0.1.
22:36:49: aaa/DEV Gileijah has began playing Eight Destinies.
22:37:11: aaa has logged in from 127.0.0.1.
22:37:12: aaa/DEV Gileijah has began playing Eight Destinies.
22:50:49: aaa has logged in from 127.0.0.1.
22:50:50: aaa/DEV Gileijah has began playing Eight Destinies.
22:52:01: aaa has logged in from 127.0.0.1.
22:52:02: aaa/DEV Gileijah has began playing Eight Destinies.
22:52:42: aaa has logged in from 127.0.0.1.
22:52:43: aaa/DEV Gileijah has began playing Eight Destinies.
22:54:09: aaa has logged in from 127.0.0.1.
22:54:11: aaa/DEV Gileijah has began playing Eight Destinies.
22:54:50: aaa has logged in from 127.0.0.1.
22:54:51: aaa/DEV Gileijah has began playing Eight Destinies.
22:55:15: aaa has logged in from 127.0.0.1.
22:55:16: aaa/DEV Gileijah has began playing Eight Destinies.
22:55:38: aaa has logged in from 127.0.0.1.
22:55:39: aaa/DEV Gileijah has began playing Eight Destinies.
22:56:27: aaa has logged in from 127.0.0.1.
22:56:28: aaa/DEV Gileijah has began playing Eight Destinies.
22:57:58: aaa has logged in from 127.0.0.1.
22:58:00: aaa/DEV Gileijah has began playing Eight Destinies.
23:23:06: aaa has logged in from 127.0.0.1.
23:23:08: aaa/DEV Gileijah has began playing Eight Destinies.
00:41:28: aaa has logged in from 127.0.0.1.
00:41:30: aaa/DEV Gileijah has began playing Eight Destinies.
21:35:20: aaa has logged in from 127.0.0.1.
21:35:22: aaa/DEV Gileijah has began playing Eight Destinies.
21:57:51: aaa has logged in from 127.0.0.1.
21:57:53: aaa/DEV Gileijah has began playing Eight Destinies.
22:03:56: aaa has logged in from 127.0.0.1.
22:03:58: aaa/DEV Gileijah has began playing Eight Destinies.
22:40:44: aaa has logged in from 127.0.0.1.
22:40:46: aaa/DEV Gileijah has began playing Eight Destinies.
22:43:49: aaa has logged in from 127.0.0.1.
22:43:50: aaa/DEV Gileijah has began playing Eight Destinies.
16:13:05: aaa has logged in from 127.0.0.1.
16:13:07: aaa/DEV Gileijah has began playing Eight Destinies.
16:14:35: aaa has logged in from 127.0.0.1.
16:14:37: aaa/DEV Gileijah has began playing Eight Destinies.
16:14:51: Map #106: DEV Gileijah : text1
14:50:14: aaa has logged in from 127.0.0.1.
14:50:21: aaa/DEV Gileijah has began playing Eight Destinies.
23:49:57: aaa has logged in from 127.0.0.1.
23:50:00: aaa/DEV Gileijah has began playing Eight Destinies.
01:06:56: aaa has logged in from 127.0.0.1.
01:06:59: aaa/Gil has began playing Eight Destinies.
01:08:08: aaa has logged in from 127.0.0.1.
01:08:11: aaa/Gil has began playing Eight Destinies.
01:14:28: aaa has logged in from 127.0.0.1.
01:14:44: Character Gilei added to aaa's account.
01:15:06: aaa has logged in from 127.0.0.1.
01:15:08: aaa/Gilei has began playing Eight Destinies.
15:25:27: aaa has logged in from 127.0.0.1.
15:25:29: aaa/DEV Gileijah has began playing Eight Destinies.
16:42:03: aaa has logged in from 127.0.0.1.
16:42:06: aaa/DEV Gileijah has began playing Eight Destinies.
17:21:36: aaa has logged in from 127.0.0.1.
17:21:39: aaa/DEV Gileijah has began playing Eight Destinies.
17:23:50: aaa has logged in from 127.0.0.1.
17:23:51: aaa/DEV Gileijah has began playing Eight Destinies.
17:36:11: aaa has logged in from 127.0.0.1.
17:36:12: aaa/DEV Gileijah has began playing Eight Destinies.
18:55:27: aaa has logged in from 127.0.0.1.
18:55:30: aaa/DEV Gileijah has began playing Eight Destinies.
18:58:17: aaa has logged in from 127.0.0.1.
18:58:20: aaa/DEV Gileijah has began playing Eight Destinies.
17:03:35: aaa has logged in from 127.0.0.1.
17:03:38: aaa/DEV Gileijah has began playing Eight Destinies.
17:08:30: Map #2: DEV Gileijah : gfdgd
17:08:49: Map #2: DEV Gileijah : fdfs
17:10:41: aaa has logged in from 127.0.0.1.
17:10:43: aaa/DEV Gileijah has began playing Eight Destinies.
